[*] EdgeShield Sensor Simulator started
[+] iot/gateway/sensor-02/telemetry -> value=56.24 rssi=-79 fcnt=886
[+] iot/gateway/sensor-03/telemetry -> value=1012.67 rssi=-81 fcnt=886
[+] iot/gateway/sensor-01/telemetry -> value=22.37 rssi=-69 fcnt=887
[+] iot/gateway/sensor-02/telemetry -> value=58.89 rssi=-62 fcnt=887
[+] iot/gateway/sensor-03/telemetry -> value=1015.45 rssi=-88 fcnt=887
[+] iot/gateway/sensor-01/telemetry -> value=21.71 rssi=-61 fcnt=888
[+] iot/gateway/sensor-02/telemetry -> value=57.47 rssi=-88 fcnt=888
[+] iot/gateway/sensor-03/telemetry -> value=1016.27 rssi=-64 fcnt=888
[+] iot/gateway/sensor-01/telemetry -> value=24.16 rssi=-81 fcnt=889
[+] iot/gateway/sensor-02/telemetry -> value=55.65 rssi=-84 fcnt=889
[+] iot/gateway/sensor-03/telemetry -> value=1011.7 rssi=-94 fcnt=889
[+] iot/gateway/sensor-01/telemetry -> value=23.26 rssi=-68 fcnt=890
[+] iot/gateway/sensor-02/telemetry -> value=51.38 rssi=-77 fcnt=890
[+] iot/gateway/sensor-03/telemetry -> value=1014.07 rssi=-72 fcnt=890
[+] iot/gateway/sensor-01/telemetry -> value=19.53 rssi=-67 fcnt=891
[+] iot/gateway/sensor-02/telemetry -> value=59.69 rssi=-64 fcnt=891
[+] iot/gateway/sensor-03/telemetry -> value=1012.83 rssi=-71 fcnt=891
[+] iot/gateway/sensor-01/telemetry -> value=23.23 rssi=-62 fcnt=892
[+] iot/gateway/sensor-02/telemetry -> value=59.03 rssi=-63 fcnt=892
[+] iot/gateway/sensor-03/telemetry -> value=1009.13 rssi=-95 fcnt=892
[+] iot/gateway/sensor-01/telemetry -> value=23.09 rssi=-61 fcnt=893
[+] iot/gateway/sensor-02/telemetry -> value=57.31 rssi=-84 fcnt=893
[+] iot/gateway/sensor-03/telemetry -> value=1012.45 rssi=-80 fcnt=893
[+] iot/gateway/sensor-01/telemetry -> value=21.31 rssi=-93 fcnt=894
[+] iot/gateway/sensor-02/telemetry -> value=56.09 rssi=-62 fcnt=894
[+] iot/gateway/sensor-03/telemetry -> value=1009.66 rssi=-76 fcnt=894
[+] iot/gateway/sensor-01/telemetry -> value=22.68 rssi=-77 fcnt=895
[+] iot/gateway/sensor-02/telemetry -> value=56.98 rssi=-92 fcnt=895
[+] iot/gateway/sensor-03/telemetry -> value=1015.48 rssi=-74 fcnt=895
[+] iot/gateway/sensor-01/telemetry -> value=22.71 rssi=-89 fcnt=896
[+] iot/gateway/sensor-02/telemetry -> value=60.93 rssi=-87 fcnt=896
[+] iot/gateway/sensor-03/telemetry -> value=1013.22 rssi=-71 fcnt=896
[+] iot/gateway/sensor-01/telemetry -> value=22.56 rssi=-77 fcnt=897
[+] iot/gateway/sensor-02/telemetry -> value=55.01 rssi=-66 fcnt=897
[+] iot/gateway/sensor-03/telemetry -> value=1013.13 rssi=-75 fcnt=897
[+] iot/gateway/sensor-01/telemetry -> value=24.62 rssi=-69 fcnt=898
[+] iot/gateway/sensor-02/telemetry -> value=53.97 rssi=-77 fcnt=898
[+] iot/gateway/sensor-03/telemetry -> value=1013.15 rssi=-91 fcnt=898
[+] iot/gateway/sensor-01/telemetry -> value=22.24 rssi=-87 fcnt=899
[+] iot/gateway/sensor-02/telemetry -> value=60.09 rssi=-82 fcnt=899
[+] iot/gateway/sensor-03/telemetry -> value=1013.35 rssi=-91 fcnt=899
[+] iot/gateway/sensor-01/telemetry -> value=23.23 rssi=-87 fcnt=900
[+] iot/gateway/sensor-02/telemetry -> value=55.46 rssi=-80 fcnt=900
[+] iot/gateway/sensor-03/telemetry -> value=1016.28 rssi=-89 fcnt=900
[+] iot/gateway/sensor-01/telemetry -> value=21.84 rssi=-74 fcnt=901
[+] iot/gateway/sensor-02/telemetry -> value=57.43 rssi=-75 fcnt=901
[+] iot/gateway/sensor-03/telemetry -> value=1012.18 rssi=-93 fcnt=901
[+] iot/gateway/sensor-01/telemetry -> value=22.82 rssi=-87 fcnt=902
[+] iot/gateway/sensor-02/telemetry -> value=56.45 rssi=-69 fcnt=902
[+] iot/gateway/sensor-03/telemetry -> value=1016.74 rssi=-92 fcnt=902
[+] iot/gateway/sensor-01/telemetry -> value=19.56 rssi=-66 fcnt=903
[+] iot/gateway/sensor-02/telemetry -> value=49.72 rssi=-80 fcnt=903
[+] iot/gateway/sensor-03/telemetry -> value=1011.99 rssi=-70 fcnt=903
[+] iot/gateway/sensor-01/telemetry -> value=21.86 rssi=-62 fcnt=904
[+] iot/gateway/sensor-02/telemetry -> value=47.15 rssi=-67 fcnt=904
[+] iot/gateway/sensor-03/telemetry -> value=1014.6 rssi=-77 fcnt=904
[+] iot/gateway/sensor-01/telemetry -> value=21.92 rssi=-86 fcnt=905
[+] iot/gateway/sensor-02/telemetry -> value=57.73 rssi=-62 fcnt=905
[+] iot/gateway/sensor-03/telemetry -> value=1016.33 rssi=-76 fcnt=905
[+] iot/gateway/sensor-01/telemetry -> value=23.26 rssi=-82 fcnt=906
[+] iot/gateway/sensor-02/telemetry -> value=56.59 rssi=-76 fcnt=906
[+] iot/gateway/sensor-03/telemetry -> value=1010.94 rssi=-92 fcnt=906
[+] iot/gateway/sensor-01/telemetry -> value=24.27 rssi=-85 fcnt=907
[+] iot/gateway/sensor-02/telemetry -> value=55.83 rssi=-89 fcnt=907
[+] iot/gateway/sensor-03/telemetry -> value=1013.08 rssi=-81 fcnt=907
[+] iot/gateway/sensor-01/telemetry -> value=23.83 rssi=-64 fcnt=908
[+] iot/gateway/sensor-02/telemetry -> value=50.08 rssi=-85 fcnt=908
[+] iot/gateway/sensor-03/telemetry -> value=1011.05 rssi=-81 fcnt=908
[+] iot/gateway/sensor-01/telemetry -> value=23.22 rssi=-61 fcnt=909
[+] iot/gateway/sensor-02/telemetry -> value=56.04 rssi=-75 fcnt=909
[+] iot/gateway/sensor-03/telemetry -> value=1016.41 rssi=-80 fcnt=909
[+] iot/gateway/sensor-01/telemetry -> value=23.49 rssi=-64 fcnt=910
[+] iot/gateway/sensor-02/telemetry -> value=56.31 rssi=-94 fcnt=910
[+] iot/gateway/sensor-03/telemetry -> value=1013.08 rssi=-80 fcnt=910
[+] iot/gateway/sensor-01/telemetry -> value=21.61 rssi=-62 fcnt=911
[+] iot/gateway/sensor-02/telemetry -> value=57.79 rssi=-76 fcnt=911
[+] iot/gateway/sensor-03/telemetry -> value=1013.82 rssi=-75 fcnt=911
[+] iot/gateway/sensor-01/telemetry -> value=22.0 rssi=-91 fcnt=912
[+] iot/gateway/sensor-02/telemetry -> value=55.42 rssi=-86 fcnt=912
[+] iot/gateway/sensor-03/telemetry -> value=1016.5 rssi=-68 fcnt=912
[+] iot/gateway/sensor-01/telemetry -> value=23.56 rssi=-88 fcnt=913
[+] iot/gateway/sensor-02/telemetry -> value=54.64 rssi=-74 fcnt=913
[+] iot/gateway/sensor-03/telemetry -> value=1008.74 rssi=-95 fcnt=913
[+] iot/gateway/sensor-01/telemetry -> value=21.2 rssi=-81 fcnt=914
[+] iot/gateway/sensor-02/telemetry -> value=61.25 rssi=-81 fcnt=914
[+] iot/gateway/sensor-03/telemetry -> value=1015.36 rssi=-84 fcnt=914
[+] iot/gateway/sensor-01/telemetry -> value=22.62 rssi=-74 fcnt=915
[+] iot/gateway/sensor-02/telemetry -> value=59.11 rssi=-67 fcnt=915
[+] iot/gateway/sensor-03/telemetry -> value=1012.27 rssi=-70 fcnt=915
[+] iot/gateway/sensor-01/telemetry -> value=23.04 rssi=-79 fcnt=916
[+] iot/gateway/sensor-02/telemetry -> value=57.97 rssi=-89 fcnt=916
[+] iot/gateway/sensor-03/telemetry -> value=1014.65 rssi=-80 fcnt=916
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-89 fcnt=917
[+] iot/gateway/sensor-02/telemetry -> value=54.33 rssi=-76 fcnt=917
[+] iot/gateway/sensor-03/telemetry -> value=1013.31 rssi=-81 fcnt=917
[+] iot/gateway/sensor-01/telemetry -> value=21.68 rssi=-70 fcnt=918
[+] iot/gateway/sensor-02/telemetry -> value=56.35 rssi=-76 fcnt=918
[+] iot/gateway/sensor-03/telemetry -> value=1014.19 rssi=-85 fcnt=918
[+] iot/gateway/sensor-01/telemetry -> value=24.79 rssi=-73 fcnt=919
[+] iot/gateway/sensor-02/telemetry -> value=55.11 rssi=-86 fcnt=919
[+] iot/gateway/sensor-03/telemetry -> value=1015.03 rssi=-73 fcnt=919
[+] iot/gateway/sensor-01/telemetry -> value=21.08 rssi=-65 fcnt=920
[+] iot/gateway/sensor-02/telemetry -> value=56.94 rssi=-82 fcnt=920
[+] iot/gateway/sensor-03/telemetry -> value=1010.38 rssi=-84 fcnt=920
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-85 fcnt=921
[+] iot/gateway/sensor-02/telemetry -> value=52.81 rssi=-94 fcnt=921
[+] iot/gateway/sensor-03/telemetry -> value=1016.93 rssi=-83 fcnt=921
[+] iot/gateway/sensor-01/telemetry -> value=23.85 rssi=-61 fcnt=922
[+] iot/gateway/sensor-02/telemetry -> value=53.99 rssi=-87 fcnt=922
[+] iot/gateway/sensor-03/telemetry -> value=1013.35 rssi=-85 fcnt=922
[+] iot/gateway/sensor-01/telemetry -> value=22.78 rssi=-80 fcnt=923
[+] iot/gateway/sensor-02/telemetry -> value=55.47 rssi=-65 fcnt=923
[+] iot/gateway/sensor-03/telemetry -> value=1008.33 rssi=-74 fcnt=923
[+] iot/gateway/sensor-01/telemetry -> value=23.62 rssi=-80 fcnt=924
[+] iot/gateway/sensor-02/telemetry -> value=61.53 rssi=-60 fcnt=924
[+] iot/gateway/sensor-03/telemetry -> value=1014.45 rssi=-84 fcnt=924
[+] iot/gateway/sensor-01/telemetry -> value=21.99 rssi=-92 fcnt=925
[+] iot/gateway/sensor-02/telemetry -> value=52.73 rssi=-79 fcnt=925
[+] iot/gateway/sensor-03/telemetry -> value=1011.97 rssi=-67 fcnt=925
[+] iot/gateway/sensor-01/telemetry -> value=21.92 rssi=-75 fcnt=926
[+] iot/gateway/sensor-02/telemetry -> value=55.35 rssi=-84 fcnt=926
[+] iot/gateway/sensor-03/telemetry -> value=1012.87 rssi=-81 fcnt=926
[+] iot/gateway/sensor-01/telemetry -> value=22.14 rssi=-86 fcnt=927
[+] iot/gateway/sensor-02/telemetry -> value=60.43 rssi=-85 fcnt=927
[+] iot/gateway/sensor-03/telemetry -> value=1015.27 rssi=-65 fcnt=927
[+] iot/gateway/sensor-01/telemetry -> value=21.3 rssi=-92 fcnt=928
[+] iot/gateway/sensor-02/telemetry -> value=55.09 rssi=-62 fcnt=928
[+] iot/gateway/sensor-03/telemetry -> value=1013.22 rssi=-90 fcnt=928
[+] iot/gateway/sensor-01/telemetry -> value=19.7 rssi=-79 fcnt=929
[+] iot/gateway/sensor-02/telemetry -> value=52.82 rssi=-83 fcnt=929
[+] iot/gateway/sensor-03/telemetry -> value=1014.14 rssi=-83 fcnt=929
[+] iot/gateway/sensor-01/telemetry -> value=23.86 rssi=-60 fcnt=930
[+] iot/gateway/sensor-02/telemetry -> value=55.8 rssi=-66 fcnt=930
[+] iot/gateway/sensor-03/telemetry -> value=1013.3 rssi=-60 fcnt=930
[+] iot/gateway/sensor-01/telemetry -> value=20.44 rssi=-85 fcnt=931
[+] iot/gateway/sensor-02/telemetry -> value=58.37 rssi=-80 fcnt=931
[+] iot/gateway/sensor-03/telemetry -> value=1013.41 rssi=-92 fcnt=931
[+] iot/gateway/sensor-01/telemetry -> value=20.98 rssi=-64 fcnt=932
[+] iot/gateway/sensor-02/telemetry -> value=60.32 rssi=-95 fcnt=932
[+] iot/gateway/sensor-03/telemetry -> value=1014.65 rssi=-79 fcnt=932
[+] iot/gateway/sensor-01/telemetry -> value=22.44 rssi=-78 fcnt=933
[+] iot/gateway/sensor-02/telemetry -> value=58.14 rssi=-75 fcnt=933
[+] iot/gateway/sensor-03/telemetry -> value=1011.77 rssi=-92 fcnt=933
[+] iot/gateway/sensor-01/telemetry -> value=22.92 rssi=-87 fcnt=934
[+] iot/gateway/sensor-02/telemetry -> value=49.6 rssi=-75 fcnt=934
[+] iot/gateway/sensor-03/telemetry -> value=1012.45 rssi=-81 fcnt=934
[+] iot/gateway/sensor-01/telemetry -> value=20.52 rssi=-77 fcnt=935
[+] iot/gateway/sensor-02/telemetry -> value=55.76 rssi=-95 fcnt=935
[+] iot/gateway/sensor-03/telemetry -> value=1011.23 rssi=-82 fcnt=935
[+] iot/gateway/sensor-01/telemetry -> value=21.06 rssi=-74 fcnt=936
[+] iot/gateway/sensor-02/telemetry -> value=53.87 rssi=-95 fcnt=936
[+] iot/gateway/sensor-03/telemetry -> value=1012.45 rssi=-79 fcnt=936
[+] iot/gateway/sensor-01/telemetry -> value=20.79 rssi=-60 fcnt=937
[+] iot/gateway/sensor-02/telemetry -> value=55.11 rssi=-60 fcnt=937
[+] iot/gateway/sensor-03/telemetry -> value=1011.15 rssi=-84 fcnt=937
[+] iot/gateway/sensor-01/telemetry -> value=26.39 rssi=-75 fcnt=938
[+] iot/gateway/sensor-02/telemetry -> value=57.49 rssi=-67 fcnt=938
[+] iot/gateway/sensor-03/telemetry -> value=1011.72 rssi=-74 fcnt=938
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-69 fcnt=939
[+] iot/gateway/sensor-02/telemetry -> value=55.81 rssi=-88 fcnt=939
[+] iot/gateway/sensor-03/telemetry -> value=1017.21 rssi=-69 fcnt=939
[+] iot/gateway/sensor-01/telemetry -> value=23.56 rssi=-94 fcnt=940
[+] iot/gateway/sensor-02/telemetry -> value=56.45 rssi=-87 fcnt=940
[+] iot/gateway/sensor-03/telemetry -> value=1016.05 rssi=-70 fcnt=940
[+] iot/gateway/sensor-01/telemetry -> value=22.72 rssi=-91 fcnt=941
[+] iot/gateway/sensor-02/telemetry -> value=52.81 rssi=-86 fcnt=941
[+] iot/gateway/sensor-03/telemetry -> value=1017.43 rssi=-72 fcnt=941
[+] iot/gateway/sensor-01/telemetry -> value=20.8 rssi=-79 fcnt=942
[+] iot/gateway/sensor-02/telemetry -> value=56.36 rssi=-64 fcnt=942
[+] iot/gateway/sensor-03/telemetry -> value=1009.98 rssi=-64 fcnt=942
[+] iot/gateway/sensor-01/telemetry -> value=23.13 rssi=-66 fcnt=943
[+] iot/gateway/sensor-02/telemetry -> value=55.25 rssi=-92 fcnt=943
[+] iot/gateway/sensor-03/telemetry -> value=1015.66 rssi=-73 fcnt=943
[+] iot/gateway/sensor-01/telemetry -> value=22.58 rssi=-68 fcnt=944
[+] iot/gateway/sensor-02/telemetry -> value=57.55 rssi=-93 fcnt=944
[+] iot/gateway/sensor-03/telemetry -> value=1011.92 rssi=-67 fcnt=944
[+] iot/gateway/sensor-01/telemetry -> value=23.56 rssi=-61 fcnt=945
[+] iot/gateway/sensor-02/telemetry -> value=52.35 rssi=-89 fcnt=945
[+] iot/gateway/sensor-03/telemetry -> value=1014.16 rssi=-67 fcnt=945
[+] iot/gateway/sensor-01/telemetry -> value=22.48 rssi=-93 fcnt=946
[+] iot/gateway/sensor-02/telemetry -> value=49.06 rssi=-76 fcnt=946
[+] iot/gateway/sensor-03/telemetry -> value=1011.92 rssi=-79 fcnt=946
[+] iot/gateway/sensor-01/telemetry -> value=22.55 rssi=-73 fcnt=947
[+] iot/gateway/sensor-02/telemetry -> value=56.44 rssi=-93 fcnt=947
[+] iot/gateway/sensor-03/telemetry -> value=1013.26 rssi=-94 fcnt=947
[+] iot/gateway/sensor-01/telemetry -> value=25.26 rssi=-67 fcnt=948
[+] iot/gateway/sensor-02/telemetry -> value=52.16 rssi=-78 fcnt=948
[+] iot/gateway/sensor-03/telemetry -> value=1009.68 rssi=-68 fcnt=948
[+] iot/gateway/sensor-01/telemetry -> value=25.13 rssi=-82 fcnt=949
[+] iot/gateway/sensor-02/telemetry -> value=47.55 rssi=-88 fcnt=949
[+] iot/gateway/sensor-03/telemetry -> value=1012.36 rssi=-87 fcnt=949
[+] iot/gateway/sensor-01/telemetry -> value=26.11 rssi=-64 fcnt=950
[+] iot/gateway/sensor-02/telemetry -> value=52.52 rssi=-60 fcnt=950
[+] iot/gateway/sensor-03/telemetry -> value=1011.55 rssi=-94 fcnt=950
[+] iot/gateway/sensor-01/telemetry -> value=21.73 rssi=-91 fcnt=951
[+] iot/gateway/sensor-02/telemetry -> value=51.26 rssi=-61 fcnt=951
[+] iot/gateway/sensor-03/telemetry -> value=1013.3 rssi=-95 fcnt=951
[+] iot/gateway/sensor-01/telemetry -> value=24.17 rssi=-63 fcnt=952
[+] iot/gateway/sensor-02/telemetry -> value=54.66 rssi=-68 fcnt=952
[+] iot/gateway/sensor-03/telemetry -> value=1012.84 rssi=-78 fcnt=952
[+] iot/gateway/sensor-01/telemetry -> value=23.62 rssi=-93 fcnt=953
[+] iot/gateway/sensor-02/telemetry -> value=59.87 rssi=-62 fcnt=953
[+] iot/gateway/sensor-03/telemetry -> value=1016.17 rssi=-62 fcnt=953
[+] iot/gateway/sensor-01/telemetry -> value=23.18 rssi=-69 fcnt=954
[+] iot/gateway/sensor-02/telemetry -> value=58.38 rssi=-83 fcnt=954
[+] iot/gateway/sensor-03/telemetry -> value=1013.19 rssi=-90 fcnt=954
[+] iot/gateway/sensor-01/telemetry -> value=21.87 rssi=-69 fcnt=955
[+] iot/gateway/sensor-02/telemetry -> value=50.46 rssi=-85 fcnt=955
[+] iot/gateway/sensor-03/telemetry -> value=1015.12 rssi=-91 fcnt=955
[+] iot/gateway/sensor-01/telemetry -> value=22.3 rssi=-61 fcnt=956
[+] iot/gateway/sensor-02/telemetry -> value=56.98 rssi=-95 fcnt=956
[+] iot/gateway/sensor-03/telemetry -> value=1013.39 rssi=-76 fcnt=956
[+] iot/gateway/sensor-01/telemetry -> value=23.19 rssi=-91 fcnt=957
[+] iot/gateway/sensor-02/telemetry -> value=54.79 rssi=-66 fcnt=957
[+] iot/gateway/sensor-03/telemetry -> value=1010.96 rssi=-94 fcnt=957
[+] iot/gateway/sensor-01/telemetry -> value=23.49 rssi=-82 fcnt=958
[+] iot/gateway/sensor-02/telemetry -> value=59.98 rssi=-88 fcnt=958
[+] iot/gateway/sensor-03/telemetry -> value=1011.88 rssi=-82 fcnt=958
[+] iot/gateway/sensor-01/telemetry -> value=21.38 rssi=-70 fcnt=959
[+] iot/gateway/sensor-02/telemetry -> value=59.94 rssi=-67 fcnt=959
[+] iot/gateway/sensor-03/telemetry -> value=1013.55 rssi=-94 fcnt=959
[+] iot/gateway/sensor-01/telemetry -> value=20.26 rssi=-79 fcnt=960
[+] iot/gateway/sensor-02/telemetry -> value=56.89 rssi=-60 fcnt=960
[+] iot/gateway/sensor-03/telemetry -> value=1011.35 rssi=-87 fcnt=960
[+] iot/gateway/sensor-01/telemetry -> value=23.5 rssi=-73 fcnt=961
[+] iot/gateway/sensor-02/telemetry -> value=51.3 rssi=-76 fcnt=961
[+] iot/gateway/sensor-03/telemetry -> value=1010.15 rssi=-66 fcnt=961
[+] iot/gateway/sensor-01/telemetry -> value=19.96 rssi=-90 fcnt=962
[+] iot/gateway/sensor-02/telemetry -> value=61.29 rssi=-79 fcnt=962
[+] iot/gateway/sensor-03/telemetry -> value=1010.55 rssi=-79 fcnt=962
[+] iot/gateway/sensor-01/telemetry -> value=22.18 rssi=-91 fcnt=963
[+] iot/gateway/sensor-02/telemetry -> value=57.07 rssi=-71 fcnt=963
[+] iot/gateway/sensor-03/telemetry -> value=1014.79 rssi=-86 fcnt=963
[+] iot/gateway/sensor-01/telemetry -> value=23.35 rssi=-89 fcnt=964
[+] iot/gateway/sensor-02/telemetry -> value=59.57 rssi=-68 fcnt=964
[+] iot/gateway/sensor-03/telemetry -> value=1014.91 rssi=-61 fcnt=964
[+] iot/gateway/sensor-01/telemetry -> value=22.62 rssi=-89 fcnt=965
[+] iot/gateway/sensor-02/telemetry -> value=57.11 rssi=-83 fcnt=965
[+] iot/gateway/sensor-03/telemetry -> value=1012.45 rssi=-63 fcnt=965
[+] iot/gateway/sensor-01/telemetry -> value=21.66 rssi=-83 fcnt=966
[+] iot/gateway/sensor-02/telemetry -> value=53.55 rssi=-82 fcnt=966
[+] iot/gateway/sensor-03/telemetry -> value=1017.52 rssi=-87 fcnt=966
[+] iot/gateway/sensor-01/telemetry -> value=21.43 rssi=-79 fcnt=967
[+] iot/gateway/sensor-02/telemetry -> value=50.91 rssi=-86 fcnt=967
[+] iot/gateway/sensor-03/telemetry -> value=1012.74 rssi=-77 fcnt=967
[+] iot/gateway/sensor-01/telemetry -> value=19.35 rssi=-81 fcnt=968
[+] iot/gateway/sensor-02/telemetry -> value=52.29 rssi=-80 fcnt=968
[+] iot/gateway/sensor-03/telemetry -> value=1012.77 rssi=-76 fcnt=968
[+] iot/gateway/sensor-01/telemetry -> value=21.98 rssi=-73 fcnt=969
[+] iot/gateway/sensor-02/telemetry -> value=58.25 rssi=-81 fcnt=969
[+] iot/gateway/sensor-03/telemetry -> value=1011.18 rssi=-83 fcnt=969
[+] iot/gateway/sensor-01/telemetry -> value=23.76 rssi=-89 fcnt=970
[+] iot/gateway/sensor-02/telemetry -> value=57.24 rssi=-85 fcnt=970
[+] iot/gateway/sensor-03/telemetry -> value=1011.68 rssi=-88 fcnt=970
[+] iot/gateway/sensor-01/telemetry -> value=23.31 rssi=-79 fcnt=971
[+] iot/gateway/sensor-02/telemetry -> value=54.41 rssi=-94 fcnt=971
[+] iot/gateway/sensor-03/telemetry -> value=1013.16 rssi=-70 fcnt=971
[+] iot/gateway/sensor-01/telemetry -> value=22.9 rssi=-79 fcnt=972
[+] iot/gateway/sensor-02/telemetry -> value=57.92 rssi=-84 fcnt=972
[+] iot/gateway/sensor-03/telemetry -> value=1009.62 rssi=-75 fcnt=972
[+] iot/gateway/sensor-01/telemetry -> value=22.66 rssi=-70 fcnt=973
[+] iot/gateway/sensor-02/telemetry -> value=51.22 rssi=-60 fcnt=973
[+] iot/gateway/sensor-03/telemetry -> value=1014.91 rssi=-87 fcnt=973
[+] iot/gateway/sensor-01/telemetry -> value=23.11 rssi=-65 fcnt=974
[+] iot/gateway/sensor-02/telemetry -> value=54.76 rssi=-61 fcnt=974
[+] iot/gateway/sensor-03/telemetry -> value=1011.71 rssi=-62 fcnt=974
[+] iot/gateway/sensor-01/telemetry -> value=21.52 rssi=-88 fcnt=975
[+] iot/gateway/sensor-02/telemetry -> value=52.15 rssi=-83 fcnt=975
[+] iot/gateway/sensor-03/telemetry -> value=1012.58 rssi=-71 fcnt=975
[+] iot/gateway/sensor-01/telemetry -> value=23.65 rssi=-84 fcnt=976
[+] iot/gateway/sensor-02/telemetry -> value=57.13 rssi=-95 fcnt=976
[+] iot/gateway/sensor-03/telemetry -> value=1013.99 rssi=-83 fcnt=976
[+] iot/gateway/sensor-01/telemetry -> value=22.58 rssi=-84 fcnt=977
[+] iot/gateway/sensor-02/telemetry -> value=56.97 rssi=-67 fcnt=977
[+] iot/gateway/sensor-03/telemetry -> value=1013.58 rssi=-91 fcnt=977
[+] iot/gateway/sensor-01/telemetry -> value=22.17 rssi=-65 fcnt=978
[+] iot/gateway/sensor-02/telemetry -> value=54.73 rssi=-81 fcnt=978
[+] iot/gateway/sensor-03/telemetry -> value=1009.79 rssi=-77 fcnt=978
[+] iot/gateway/sensor-01/telemetry -> value=23.04 rssi=-71 fcnt=979
[+] iot/gateway/sensor-02/telemetry -> value=57.04 rssi=-79 fcnt=979
[+] iot/gateway/sensor-03/telemetry -> value=1012.34 rssi=-70 fcnt=979
[+] iot/gateway/sensor-01/telemetry -> value=22.3 rssi=-72 fcnt=980
[+] iot/gateway/sensor-02/telemetry -> value=56.9 rssi=-95 fcnt=980
[+] iot/gateway/sensor-03/telemetry -> value=1011.11 rssi=-83 fcnt=980
[+] iot/gateway/sensor-01/telemetry -> value=20.79 rssi=-73 fcnt=981
[+] iot/gateway/sensor-02/telemetry -> value=58.62 rssi=-65 fcnt=981
[+] iot/gateway/sensor-03/telemetry -> value=1013.23 rssi=-66 fcnt=981
[+] iot/gateway/sensor-01/telemetry -> value=24.43 rssi=-62 fcnt=982
[+] iot/gateway/sensor-02/telemetry -> value=55.21 rssi=-78 fcnt=982
[+] iot/gateway/sensor-03/telemetry -> value=1015.12 rssi=-80 fcnt=982
[+] iot/gateway/sensor-01/telemetry -> value=24.13 rssi=-70 fcnt=983
[+] iot/gateway/sensor-02/telemetry -> value=58.45 rssi=-78 fcnt=983
[+] iot/gateway/sensor-03/telemetry -> value=1012.94 rssi=-92 fcnt=983
[+] iot/gateway/sensor-01/telemetry -> value=19.3 rssi=-78 fcnt=984
[+] iot/gateway/sensor-02/telemetry -> value=56.58 rssi=-86 fcnt=984
[+] iot/gateway/sensor-03/telemetry -> value=1014.29 rssi=-72 fcnt=984
[+] iot/gateway/sensor-01/telemetry -> value=21.76 rssi=-93 fcnt=985
[+] iot/gateway/sensor-02/telemetry -> value=50.15 rssi=-90 fcnt=985
[+] iot/gateway/sensor-03/telemetry -> value=1014.54 rssi=-84 fcnt=985
[+] iot/gateway/sensor-01/telemetry -> value=24.3 rssi=-62 fcnt=986
[+] iot/gateway/sensor-02/telemetry -> value=59.19 rssi=-66 fcnt=986
[+] iot/gateway/sensor-03/telemetry -> value=1015.4 rssi=-78 fcnt=986
[+] iot/gateway/sensor-01/telemetry -> value=22.57 rssi=-64 fcnt=987
[+] iot/gateway/sensor-02/telemetry -> value=56.29 rssi=-61 fcnt=987
[+] iot/gateway/sensor-03/telemetry -> value=1008.29 rssi=-90 fcnt=987
[+] iot/gateway/sensor-01/telemetry -> value=20.96 rssi=-93 fcnt=988
[+] iot/gateway/sensor-02/telemetry -> value=49.89 rssi=-87 fcnt=988
[+] iot/gateway/sensor-03/telemetry -> value=1011.51 rssi=-66 fcnt=988
[+] iot/gateway/sensor-01/telemetry -> value=23.41 rssi=-75 fcnt=989
[+] iot/gateway/sensor-02/telemetry -> value=60.65 rssi=-63 fcnt=989
[+] iot/gateway/sensor-03/telemetry -> value=1010.22 rssi=-68 fcnt=989
[+] iot/gateway/sensor-01/telemetry -> value=23.32 rssi=-95 fcnt=990
[+] iot/gateway/sensor-02/telemetry -> value=60.71 rssi=-85 fcnt=990
[+] iot/gateway/sensor-03/telemetry -> value=1014.05 rssi=-78 fcnt=990
[+] iot/gateway/sensor-01/telemetry -> value=23.62 rssi=-87 fcnt=991
[+] iot/gateway/sensor-02/telemetry -> value=54.43 rssi=-81 fcnt=991
[+] iot/gateway/sensor-03/telemetry -> value=1012.76 rssi=-64 fcnt=991
[+] iot/gateway/sensor-01/telemetry -> value=21.18 rssi=-84 fcnt=992
[+] iot/gateway/sensor-02/telemetry -> value=54.82 rssi=-88 fcnt=992
[+] iot/gateway/sensor-03/telemetry -> value=1012.86 rssi=-80 fcnt=992
[+] iot/gateway/sensor-01/telemetry -> value=22.54 rssi=-94 fcnt=993
[+] iot/gateway/sensor-02/telemetry -> value=55.96 rssi=-78 fcnt=993
[+] iot/gateway/sensor-03/telemetry -> value=1012.91 rssi=-76 fcnt=993
[+] iot/gateway/sensor-01/telemetry -> value=24.16 rssi=-86 fcnt=994
[+] iot/gateway/sensor-02/telemetry -> value=55.34 rssi=-69 fcnt=994
[+] iot/gateway/sensor-03/telemetry -> value=1018.05 rssi=-74 fcnt=994
[+] iot/gateway/sensor-01/telemetry -> value=24.3 rssi=-71 fcnt=995
[+] iot/gateway/sensor-02/telemetry -> value=60.53 rssi=-95 fcnt=995
[+] iot/gateway/sensor-03/telemetry -> value=1013.04 rssi=-91 fcnt=995
[+] iot/gateway/sensor-01/telemetry -> value=22.57 rssi=-84 fcnt=996
